Task ID,Task Name,Job Id,Source,Frames,Absolute Frame,Relative Frame,XTL,YTL,XBR,YBR,Code,Issue
138,Task1,133,1690279852.mp4,730,172,172,1483.30,463.12,1645.21,507.28,83/2789,
138,Task1,133,1690279852.mp4,730,173,173,1542.18,461.49,1704.09,505.64,83/2789,
138,Task1,133,1690279852.mp4,730,174,174,1601.05,459.85,1762.96,504.01,83/2789,
138,Task1,133,1690279852.mp4,730,175,175,1656.67,458.22,1812.03,502.37,83/2789,
138,Task1,133,1690279852.mp4,730,176,176,1712.28,456.58,1861.09,500.74,83/2789,
138,Task1,133,1690279852.mp4,730,177,177,1767.90,454.94,1910.15,499.10,83/2789,
138,Task1,133,1690279852.mp4,730,240,240,22.86,508.91,178.23,553.07,83/2789,
138,Task1,133,1690279852.mp4,730,241,241,76.42,505.64,231.79,549.80,83/2789,
138,Task1,133,1690279852.mp4,730,242,242,129.98,502.37,285.35,546.53,83/2789,
138,Task1,133,1690279852.mp4,730,243,243,183.54,499.10,338.91,543.26,83/2789,
138,Task1,133,1690279852.mp4,730,244,244,237.10,495.83,392.47,539.99,83/2789,
138,Task1,133,1690279852.mp4,730,245,245,306.83,494.19,462.19,538.35,83/2789,
138,Task1,133,1690279852.mp4,730,246,246,376.55,492.56,531.92,536.72,83/2789,
138,Task1,133,1690279852.mp4,730,247,247,446.28,490.92,601.64,535.08,83/2789,
138,Task1,133,1690279852.mp4,730,248,248,516.00,489.29,671.37,533.44,83/2789,
138,Task1,133,1690279852.mp4,730,249,249,585.72,487.65,741.09,531.81,83/2789,
138,Task1,133,1690279852.mp4,730,250,250,627.97,486.02,783.34,530.17,83/2789,
138,Task1,133,1690279852.mp4,730,251,251,694.48,482.75,849.85,526.90,83/2789,
138,Task1,133,1690279852.mp4,730,252,252,760.99,479.47,916.35,523.63,83/2789,
138,Task1,133,1690279852.mp4,730,253,253,827.50,476.20,982.86,520.36,83/2789,
138,Task1,133,1690279852.mp4,730,254,254,909.92,475.88,1065.29,520.03,83/2789,
138,Task1,133,1690279852.mp4,730,255,255,969.04,474.32,1124.41,518.48,83/2789,
138,Task1,133,1690279852.mp4,730,256,256,1028.17,472.77,1183.53,516.93,83/2789,
138,Task1,133,1690279852.mp4,730,257,257,1105.28,469.58,1260.64,513.74,83/2789,
138,Task1,133,1690279852.mp4,730,258,258,1182.39,466.39,1337.75,510.55,83/2789,
138,Task1,133,1690279852.mp4,730,259,259,1245.08,465.85,1400.44,510.00,83/2789,
138,Task1,133,1690279852.mp4,730,260,260,1307.77,465.30,1463.14,509.46,83/2789,
138,Task1,133,1690279852.mp4,730,261,261,1370.46,464.76,1525.83,508.91,83/2789,
138,Task1,133,1690279852.mp4,730,262,262,1426.88,463.39,1582.25,507.55,83/2789,
138,Task1,133,1690279852.mp4,730,263,263,1483.31,462.03,1638.67,506.19,83/2789,
138,Task1,133,1690279852.mp4,730,264,264,1539.73,460.67,1695.09,504.83,83/2789,
138,Task1,133,1690279852.mp4,730,265,265,1596.15,459.31,1751.52,503.46,83/2789,
138,Task1,133,1690279852.mp4,730,266,266,1652.57,457.94,1807.94,502.10,83/2789,
138,Task1,133,1690279852.mp4,730,267,267,1709.00,456.58,1864.36,500.74,83/2789,
138,Task1,133,1690279852.mp4,730,268,268,1738.43,453.31,1893.80,497.47,83/2789,
138,Task1,133,1690279852.mp4,730,419,419,18.23,580.62,172.36,659.33,83/2789,yellow plate
138,Task1,133,1690279852.mp4,730,420,420,86.28,578.57,240.40,657.28,83/2789,yellow plate
138,Task1,133,1690279852.mp4,730,421,421,131.37,576.52,285.49,655.23,83/2789,yellow plate
138,Task1,133,1690279852.mp4,730,422,422,209.25,574.47,363.37,653.18,83/2789,yellow plate
138,Task1,133,1690279852.mp4,730,423,423,287.13,572.42,441.26,651.13,83/2789,yellow plate
138,Task1,133,1690279852.mp4,730,424,424,353.70,570.46,507.82,649.16,83/2789,yellow plate
138,Task1,133,1690279852.mp4,730,425,425,420.27,568.49,574.39,647.19,83/2789,yellow plate
138,Task1,133,1690279852.mp4,730,426,426,486.84,566.52,640.96,645.22,83/2789,yellow plate
138,Task1,133,1690279852.mp4,730,427,427,553.41,564.55,707.53,643.26,83/2789,yellow plate
138,Task1,133,1690279852.mp4,730,428,428,619.97,562.59,774.10,641.29,83/2789,yellow plate
138,Task1,133,1690279852.mp4,730,429,429,693.27,560.54,847.39,639.24,83/2789,yellow plate
138,Task1,133,1690279852.mp4,730,430,430,766.56,558.49,920.68,637.19,83/2789,yellow plate
138,Task1,133,1690279852.mp4,730,431,431,839.85,556.44,993.97,635.14,83/2789,yellow plate
138,Task1,133,1690279852.mp4,730,432,432,913.14,554.39,1067.26,633.09,83/2789,yellow plate
138,Task1,133,1690279852.mp4,730,433,433,957.74,554.39,1111.86,633.09,83/2789,yellow plate
138,Task1,133,1690279852.mp4,730,434,434,1042.01,550.62,1196.14,629.32,83/2789,yellow plate
138,Task1,133,1690279852.mp4,730,435,435,1126.29,546.85,1280.42,625.55,83/2789,yellow plate
138,Task1,133,1690279852.mp4,730,436,436,1191.44,544.44,1345.56,623.14,83/2789,yellow plate
138,Task1,133,1690279852.mp4,730,437,437,1256.59,542.04,1410.71,620.74,83/2789,yellow plate
138,Task1,133,1690279852.mp4,730,438,438,1321.73,539.63,1475.86,618.33,83/2789,yellow plate
138,Task1,133,1690279852.mp4,730,439,439,1381.09,537.99,1535.21,616.69,83/2789,yellow plate
138,Task1,133,1690279852.mp4,730,440,440,1440.44,536.35,1594.57,615.05,83/2789,yellow plate
138,Task1,133,1690279852.mp4,730,441,441,1499.80,534.71,1653.92,613.41,83/2789,yellow plate
138,Task1,133,1690279852.mp4,730,442,442,1559.15,533.07,1713.28,611.78,83/2789,yellow plate
138,Task1,133,1690279852.mp4,730,443,443,1618.51,531.43,1772.63,610.14,83/2789,yellow plate
138,Task1,133,1690279852.mp4,730,444,444,1670.15,528.15,1824.28,606.86,83/2789,yellow plate
138,Task1,133,1690279852.mp4,730,445,445,1721.80,524.88,1875.93,603.58,83/2789,yellow plate
138,Task1,133,1690279852.mp4,730,446,446,1746.40,523.24,1900.52,601.94,83/2789,yellow plate
138,Task1,133,1690279852.mp4,730,501,501,63.98,466.18,232.86,525.20,23/1055,
138,Task1,133,1690279852.mp4,730,502,502,121.36,463.85,290.25,522.88,23/1055,
138,Task1,133,1690279852.mp4,730,503,503,178.75,461.53,347.63,520.56,23/1055,
138,Task1,133,1690279852.mp4,730,504,504,236.14,459.21,405.02,518.24,23/1055,
138,Task1,133,1690279852.mp4,730,505,505,293.52,456.89,462.41,515.91,23/1055,
138,Task1,133,1690279852.mp4,730,506,506,370.59,453.33,539.47,512.36,23/1055,
138,Task1,133,1690279852.mp4,730,507,507,447.65,449.78,616.53,508.81,23/1055,
138,Task1,133,1690279852.mp4,730,508,508,493.83,447.05,662.71,506.08,23/1055,
138,Task1,133,1690279852.mp4,730,509,509,560.46,444.86,729.34,503.89,23/1055,
138,Task1,133,1690279852.mp4,730,510,510,627.08,442.68,795.96,501.70,23/1055,
138,Task1,133,1690279852.mp4,730,511,511,693.70,440.49,862.58,499.52,23/1055,
138,Task1,133,1690279852.mp4,730,512,512,778.09,436.94,946.97,495.96,23/1055,
138,Task1,133,1690279852.mp4,730,513,513,862.47,433.38,1031.36,492.41,23/1055,
138,Task1,133,1690279852.mp4,730,514,514,923.69,430.93,1092.57,489.95,23/1055,
138,Task1,133,1690279852.mp4,730,515,515,984.90,428.47,1153.78,487.49,23/1055,
138,Task1,133,1690279852.mp4,730,516,516,1054.72,427.24,1223.60,486.26,23/1055,
138,Task1,133,1690279852.mp4,730,517,517,1124.54,426.01,1293.42,485.03,23/1055,
138,Task1,133,1690279852.mp4,730,518,518,1194.36,424.78,1363.24,483.80,23/1055,
138,Task1,133,1690279852.mp4,730,519,519,1264.18,423.55,1433.06,482.57,23/1055,
138,Task1,133,1690279852.mp4,730,520,520,1325.40,421.36,1494.28,480.39,23/1055,
138,Task1,133,1690279852.mp4,730,521,521,1386.61,419.17,1555.49,478.20,23/1055,
138,Task1,133,1690279852.mp4,730,522,522,1447.82,416.99,1616.70,476.01,23/1055,
138,Task1,133,1690279852.mp4,730,523,523,1501.93,416.58,1670.81,475.60,23/1055,
138,Task1,133,1690279852.mp4,730,524,524,1556.04,416.17,1724.92,475.19,23/1055,
138,Task1,133,1690279852.mp4,730,525,525,1610.14,415.76,1779.02,474.79,23/1055,
138,Task1,133,1690279852.mp4,730,526,526,1664.25,415.35,1833.13,474.38,23/1055,
138,Task1,133,1690279852.mp4,730,527,527,1726.56,415.35,1895.44,474.38,23/1055,
138,Task1,133,1690279852.mp4,730,528,528,1726.56,415.35,1895.44,474.38,23/1055,
138,Task1,133,1690279852.mp4,730,528,528,44.30,577.67,190.23,662.93,23/1055,vague borders
138,Task1,133,1690279852.mp4,730,529,529,112.07,577.67,258.00,662.93,23/1055,vague borders
138,Task1,133,1690279852.mp4,730,530,530,179.84,577.67,325.77,662.93,23/1055,vague borders
138,Task1,133,1690279852.mp4,730,531,531,247.62,577.67,393.54,662.93,23/1055,vague borders
138,Task1,133,1690279852.mp4,730,532,532,309.60,575.05,457.82,660.31,23/1055,vague borders
138,Task1,133,1690279852.mp4,730,533,533,371.59,572.42,522.09,657.69,23/1055,vague borders
138,Task1,133,1690279852.mp4,730,534,534,439.04,569.80,591.83,655.06,23/1055,vague borders
138,Task1,133,1690279852.mp4,730,535,535,506.49,567.18,661.57,652.44,23/1055,vague borders
138,Task1,133,1690279852.mp4,730,536,536,573.94,564.55,731.31,649.82,23/1055,vague borders
138,Task1,133,1690279852.mp4,730,537,537,641.71,562.37,799.08,647.63,23/1055,vague borders
138,Task1,133,1690279852.mp4,730,538,538,709.48,560.18,866.85,645.44,23/1055,vague borders
138,Task1,133,1690279852.mp4,730,539,539,792.01,558.00,949.38,643.26,23/1055,vague borders
138,Task1,133,1690279852.mp4,730,540,540,863.06,555.26,1020.43,640.52,23/1055,vague borders
138,Task1,133,1690279852.mp4,730,541,541,934.11,552.53,1091.48,637.79,23/1055,vague borders
138,Task1,133,1690279852.mp4,730,542,542,1005.16,549.80,1162.53,635.06,23/1055,vague borders
138,Task1,133,1690279852.mp4,730,543,543,1076.21,547.07,1233.58,632.33,23/1055,vague borders
138,Task1,133,1690279852.mp4,730,544,544,1147.26,544.33,1304.63,629.59,23/1055,vague borders
138,Task1,133,1690279852.mp4,730,545,545,1218.31,541.60,1375.68,626.86,23/1055,vague borders
138,Task1,133,1690279852.mp4,730,546,546,1283.35,538.87,1439.35,624.13,23/1055,vague borders
138,Task1,133,1690279852.mp4,730,547,547,1348.39,536.13,1503.02,621.39,23/1055,vague borders
138,Task1,133,1690279852.mp4,730,548,548,1413.44,533.40,1566.69,618.66,23/1055,vague borders
138,Task1,133,1690279852.mp4,730,549,549,1478.48,530.67,1630.37,615.93,23/1055,vague borders
138,Task1,133,1690279852.mp4,730,550,550,1543.52,527.94,1694.04,613.20,23/1055,vague borders
138,Task1,133,1690279852.mp4,730,551,551,1608.56,525.20,1757.71,610.46,23/1055,vague borders
138,Task1,133,1690279852.mp4,730,552,552,1667.71,524.25,1811.81,609.51,23/1055,vague borders
138,Task1,133,1690279852.mp4,730,553,553,1726.85,523.29,1865.90,608.55,23/1055,vague borders
138,Task1,133,1690279852.mp4,730,554,554,1786.00,522.33,1920.00,607.60,23/1055,vague borders
138,Task1,133,1690279852.mp4,730,555,555,1665.95,523.56,1815.10,608.82,23/1055,vague borders
138,Task1,133,1690279852.mp4,730,635,635,44.30,594.07,200.06,676.05,23/1055,
138,Task1,133,1690279852.mp4,730,636,636,107.97,592.43,263.73,674.41,23/1055,
138,Task1,133,1690279852.mp4,730,637,637,171.65,590.79,327.40,672.77,23/1055,
138,Task1,133,1690279852.mp4,730,638,638,235.32,589.15,391.07,671.13,23/1055,
138,Task1,133,1690279852.mp4,730,639,639,298.99,587.51,454.75,669.49,23/1055,
138,Task1,133,1690279852.mp4,730,640,640,362.66,585.87,518.42,667.85,23/1055,
138,Task1,133,1690279852.mp4,730,641,641,426.33,584.23,582.09,666.21,23/1055,
138,Task1,133,1690279852.mp4,730,642,642,492.19,581.77,647.95,663.75,23/1055,
138,Task1,133,1690279852.mp4,730,643,643,558.05,579.31,713.81,661.29,23/1055,
138,Task1,133,1690279852.mp4,730,644,644,623.91,576.85,779.67,658.83,23/1055,
138,Task1,133,1690279852.mp4,730,645,645,689.77,574.39,845.52,656.38,23/1055,
138,Task1,133,1690279852.mp4,730,646,646,755.62,571.93,911.38,653.92,23/1055,
138,Task1,133,1690279852.mp4,730,647,647,841.16,569.47,996.92,651.46,23/1055,
138,Task1,133,1690279852.mp4,730,648,648,904.50,566.41,1060.26,648.40,23/1055,
138,Task1,133,1690279852.mp4,730,649,649,967.85,563.35,1123.60,645.33,23/1055,
138,Task1,133,1690279852.mp4,730,650,650,1031.19,560.29,1186.95,642.27,23/1055,
138,Task1,133,1690279852.mp4,730,651,651,1094.53,557.23,1250.29,639.21,23/1055,
138,Task1,133,1690279852.mp4,730,652,652,1157.88,554.17,1313.64,636.15,23/1055,
138,Task1,133,1690279852.mp4,730,653,653,1242.87,553.08,1398.62,635.06,23/1055,
138,Task1,133,1690279852.mp4,730,654,654,1298.19,551.85,1450.26,633.83,23/1055,
138,Task1,133,1690279852.mp4,730,655,655,1353.52,550.62,1501.90,632.60,23/1055,
138,Task1,133,1690279852.mp4,730,656,656,1430.16,546.11,1574.85,628.09,23/1055,
138,Task1,133,1690279852.mp4,730,657,657,1506.80,541.60,1647.80,623.58,23/1055,
138,Task1,133,1690279852.mp4,730,658,658,1548.19,539.96,1687.97,621.94,23/1055,
138,Task1,133,1690279852.mp4,730,659,659,1602.70,538.32,1741.26,620.30,23/1055,
138,Task1,133,1690279852.mp4,730,660,660,1657.21,536.68,1794.55,618.66,23/1055,
138,Task1,133,1690279852.mp4,730,661,661,1711.72,535.04,1847.83,617.02,23/1055,
138,Task1,133,1690279852.mp4,730,662,662,1778.95,531.76,1911.74,613.74,23/1055,
138,Task1,133,1690279852.mp4,730,663,663,1778.95,531.76,1911.74,613.74,23/1055,
142,"{task2, task3}",138,1690281365.mp4,733,730,0,1623.22,519.10,1752.50,597.75,23/1055,
142,"{task2, task3}",138,1690281365.mp4,733,731,1,1686.14,519.10,1815.41,597.75,23/1055,
142,"{task2, task3}",138,1690281365.mp4,733,732,2,1712.35,515.60,1841.63,594.25,23/1055,
142,"{task2, task3}",138,1690281365.mp4,733,733,3,1770.02,515.60,1899.29,594.25,23/1055,
142,"{task2, task3}",138,1690281365.mp4,733,734,4,1770.02,515.60,1899.29,594.25,23/1055,
142,"{task2, task3}",138,1690281365.mp4,733,781,51,0.00,447.50,139.53,501.63,83/1715,
142,"{task2, task3}",138,1690281365.mp4,733,782,52,49.20,445.66,201.00,499.79,83/1715,
142,"{task2, task3}",138,1690281365.mp4,733,783,53,80.97,443.81,220.50,497.94,83/1715,
142,"{task2, task3}",138,1690281365.mp4,733,784,54,136.06,440.84,287.80,494.97,83/1715,
142,"{task2, task3}",138,1690281365.mp4,733,785,55,191.15,437.87,351.30,492.00,83/1715,
142,"{task2, task3}",138,1690281365.mp4,733,786,56,234.00,434.91,388.30,489.04,83/1715,
142,"{task2, task3}",138,1690281365.mp4,733,787,57,292.15,431.94,450.60,486.07,83/1715,
142,"{task2, task3}",138,1690281365.mp4,733,788,58,350.30,428.97,512.90,483.10,83/1715,
142,"{task2, task3}",138,1690281365.mp4,733,789,59,397.97,426.00,549.03,480.13,83/1715,
142,"{task2, task3}",138,1690281365.mp4,733,790,60,466.60,423.03,606.14,477.16,83/1715,
142,"{task2, task3}",138,1690281365.mp4,733,791,61,534.10,422.60,673.64,476.73,83/1715,
142,"{task2, task3}",138,1690281365.mp4,733,792,62,566.65,422.16,706.18,476.29,83/1715,
142,"{task2, task3}",138,1690281365.mp4,733,793,63,633.28,420.56,772.81,476.44,83/1715,
142,"{task2, task3}",138,1690281365.mp4,733,794,64,699.90,418.96,839.43,476.60,83/1715,
142,"{task2, task3}",138,1690281365.mp4,733,795,65,734.63,417.35,874.17,474.12,83/1715,
142,"{task2, task3}",138,1690281365.mp4,733,796,66,804.03,415.75,943.56,471.64,83/1715,
142,"{task2, task3}",138,1690281365.mp4,733,797,67,873.42,414.15,1012.96,469.16,83/1715,
142,"{task2, task3}",138,1690281365.mp4,733,798,68,908.74,412.55,1048.27,466.68,83/1715,
142,"{task2, task3}",138,1690281365.mp4,733,799,69,974.49,411.24,1114.02,465.37,83/1715,
142,"{task2, task3}",138,1690281365.mp4,733,800,70,1042.49,409.93,1182.02,464.06,83/1715,
142,"{task2, task3}",138,1690281365.mp4,733,801,71,1075.25,408.62,1214.78,462.75,83/1715,
142,"{task2, task3}",138,1690281365.mp4,733,802,72,1138.41,406.43,1277.94,460.56,83/1715,
142,"{task2, task3}",138,1690281365.mp4,733,803,73,1201.57,404.25,1341.11,458.38,83/1715,
142,"{task2, task3}",138,1690281365.mp4,733,804,74,1235.03,405.27,1374.56,459.40,83/1715,
142,"{task2, task3}",138,1690281365.mp4,733,805,75,1299.94,403.67,1439.47,457.80,83/1715,
142,"{task2, task3}",138,1690281365.mp4,733,806,76,1364.85,402.06,1504.39,456.19,83/1715,
142,"{task2, task3}",138,1690281365.mp4,733,807,77,1392.07,401.06,1531.60,455.19,83/1715,
142,"{task2, task3}",138,1690281365.mp4,733,808,78,1451.90,398.32,1591.43,452.45,83/1715,
142,"{task2, task3}",138,1690281365.mp4,733,809,79,1505.79,397.67,1645.32,451.80,83/1715,
142,"{task2, task3}",138,1690281365.mp4,733,810,80,1548.76,397.02,1683.10,451.15,83/1715,
142,"{task2, task3}",138,1690281365.mp4,733,811,81,1595.20,396.37,1727.80,450.50,83/1715,
142,"{task2, task3}",138,1690281365.mp4,733,812,82,1653.91,397.47,1789.98,451.60,83/1715,
142,"{task2, task3}",138,1690281365.mp4,733,813,83,1677.67,395.07,1817.20,449.20,83/1715,
142,"{task2, task3}",138,1690281365.mp4,733,814,84,1725.73,394.20,1865.26,448.33,83/1715,
142,"{task2, task3}",138,1690281365.mp4,733,815,85,1773.79,393.33,1913.32,447.46,83/1715,
142,"{task2, task3}",138,1690281365.mp4,733,816,86,1773.79,393.33,1913.32,447.46,83/1715,
142,"{task2, task3}",138,1690281365.mp4,733,944,214,4.97,559.30,150.02,641.44,23/1969,
142,"{task2, task3}",138,1690281365.mp4,733,945,215,36.28,557.84,182.50,639.98,23/1969,
142,"{task2, task3}",138,1690281365.mp4,733,946,216,67.59,556.39,214.97,638.52,23/1969,
142,"{task2, task3}",138,1690281365.mp4,733,947,217,113.58,554.93,262.13,637.07,23/1969,
142,"{task2, task3}",138,1690281365.mp4,733,948,218,159.57,553.47,309.28,635.61,23/1969,
142,"{task2, task3}",138,1690281365.mp4,733,949,219,188.52,553.76,339.40,635.90,23/1969,
142,"{task2, task3}",138,1690281365.mp4,733,950,220,231.21,552.06,381.50,634.20,23/1969,
142,"{task2, task3}",138,1690281365.mp4,733,951,221,273.90,550.35,423.60,632.49,23/1969,
142,"{task2, task3}",138,1690281365.mp4,733,952,222,308.89,548.65,460.46,630.78,23/1969,
142,"{task2, task3}",138,1690281365.mp4,733,953,223,355.70,546.94,503.87,629.08,23/1969,
142,"{task2, task3}",138,1690281365.mp4,733,954,224,402.50,545.24,547.28,627.37,23/1969,
142,"{task2, task3}",138,1690281365.mp4,733,955,225,428.30,543.53,590.69,625.67,23/1969,
142,"{task2, task3}",138,1690281365.mp4,733,956,226,475.07,541.82,634.10,623.96,23/1969,
142,"{task2, task3}",138,1690281365.mp4,733,957,227,527.30,540.80,684.60,622.94,23/1969,
142,"{task2, task3}",138,1690281365.mp4,733,958,228,550.67,545.03,708.13,627.16,23/1969,
142,"{task2, task3}",138,1690281365.mp4,733,959,229,600.26,542.61,757.87,624.75,23/1969,
142,"{task2, task3}",138,1690281365.mp4,733,960,230,649.84,540.19,807.61,622.33,23/1969,
142,"{task2, task3}",138,1690281365.mp4,733,961,231,683.70,540.62,841.63,622.75,23/1969,
142,"{task2, task3}",138,1690281365.mp4,733,962,232,730.79,536.42,888.88,618.56,23/1969,
142,"{task2, task3}",138,1690281365.mp4,733,963,233,777.88,532.22,936.12,614.36,23/1969,
142,"{task2, task3}",138,1690281365.mp4,733,964,234,807.14,535.19,965.54,617.33,23/1969,
142,"{task2, task3}",138,1690281365.mp4,733,965,235,853.88,532.04,1012.44,614.18,23/1969,
142,"{task2, task3}",138,1690281365.mp4,733,966,236,900.62,528.90,1059.34,611.03,23/1969,
142,"{task2, task3}",138,1690281365.mp4,733,967,237,929.88,529.24,1088.76,611.38,23/1969,
142,"{task2, task3}",138,1690281365.mp4,733,968,238,976.62,529.59,1135.65,611.73,23/1969,
142,"{task2, task3}",138,1690281365.mp4,733,969,239,1017.61,527.84,1172.78,609.98,23/1969,
142,"{task2, task3}",138,1690281365.mp4,733,970,240,1058.61,526.10,1209.92,608.23,23/1969,
142,"{task2, task3}",138,1690281365.mp4,733,971,241,1099.60,524.35,1247.05,606.48,23/1969,
142,"{task2, task3}",138,1690281365.mp4,733,972,242,1150.85,520.85,1298.16,602.99,23/1969,
142,"{task2, task3}",138,1690281365.mp4,733,973,243,1172.39,523.04,1319.56,605.17,23/1969,
142,"{task2, task3}",138,1690281365.mp4,733,974,244,1220.70,520.56,1357.27,602.70,23/1969,
142,"{task2, task3}",138,1690281365.mp4,733,975,245,1267.30,518.08,1408.97,600.22,23/1969,
142,"{task2, task3}",138,1690281365.mp4,733,976,246,1285.94,515.61,1432.70,597.75,23/1969,
142,"{task2, task3}",138,1690281365.mp4,733,977,247,1332.25,518.23,1478.14,600.20,23/1969,
142,"{task2, task3}",138,1690281365.mp4,733,978,248,1375.65,518.72,1520.66,600.51,23/1969,
142,"{task2, task3}",138,1690281365.mp4,733,979,249,1398.74,518.98,1542.87,600.61,23/1969,
142,"{task2, task3}",138,1690281365.mp4,733,980,250,1440.79,517.25,1584.05,598.71,23/1969,
142,"{task2, task3}",138,1690281365.mp4,733,981,251,1483.43,515.52,1625.82,596.81,23/1969,
142,"{task2, task3}",138,1690281365.mp4,733,982,252,1506.80,515.54,1641.37,596.65,23/1969,
142,"{task2, task3}",138,1690281365.mp4,733,983,253,1547.25,513.37,1676.58,594.31,23/1969,
142,"{task2, task3}",138,1690281365.mp4,733,984,254,1587.70,511.21,1711.79,591.98,23/1969,
142,"{task2, task3}",138,1690281365.mp4,733,985,255,1615.95,509.04,1747.00,589.64,23/1969,
142,"{task2, task3}",138,1690281365.mp4,733,986,256,1644.20,506.87,1782.21,587.30,23/1969,
142,"{task2, task3}",138,1690281365.mp4,733,987,257,1683.70,506.52,1818.51,585.90,23/1969,
